artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Jassie Gill,Nikle Currant,0.811,0.921,5,-3.152,0,0.117,0.182,0,0.823,0.756,94.98,212925
Pav Dharia,Na Ja,0.772,0.649,2,-6.411,1,0.143,0.0724,0,0.0761,0.824,90.072,208000
Badshah,She Move It Like,0.832,0.477,0,-6.949,1,0.0481,0.00725,6.47E-05,0.205,0.844,101.997,181765
Bilal Saeed,Adi Adi Raat,0.765,0.639,4,-5.182,0,0.0266,0.174,0,0.145,0.643,107.936,234097
Gregory Alan Isakov,San Luis,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459,272347
David Keenan,Good Old Days,0.482,0.407,10,-8.585,0,0.0346,0.252,4.14E-06,0.1,0.258,130.33,318987
Darlingside,Hold Your Head Up High,0.375,0.261,9,-11.312,1,0.0288,0.539,0.0178,0.116,0.139,132.094,217360
Mick Flannery,Fool,0.366,0.556,11,-7.29,0,0.036,0.341,0.00111,0.205,0.276,90.021,216782
Yoke Lore,Beige,0.438,0.677,10,-7.535,1,0.135,0.381,0.0686,0.119,0.214,167.989,204209
Dermot Kennedy,Power Over Me - Acoustic,0.609,0.489,9,-6.001,0,0.0424,0.85,0,0.104,0.567,115.902,200436
Peter Bradley Adams,My Arms Were Always Around You,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,200800
Blanco White,Olalla,0.572,0.409,3,-11.384,1,0.0377,0.662,0.296,0.125,0.351,129.983,247373
Robert John Ardiff,Eskimo Coat,0.636,0.56,0,-8.52,0,0.027,0.482,0.00712,0.125,0.319,130.028,255568
Ray LaMontagne,Such A Simple Thing,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000825,0.142,0.13,76.35,296387
The Barr Brothers,You Would Have to Lose Your Mind,0.344,0.447,6,-8.408,0,0.0254,0.173,0.723,0.12,0.242,88.678,381640
Villagers,A Trick of the Light,0.563,0.606,11,-8.159,1,0.0267,0.513,0.0391,0.132,0.425,150,248253
Ian Noe,Letter to Madeline,0.615,0.472,5,-8.638,0,0.0312,0.125,0,0.115,0.46,107.217,269083
Big Red Machine,I Won't Run From It,0.615,0.719,6,-8.194,0,0.0325,0.702,0.097,0.148,0.678,94.988,218787
Charlie Cunningham,You Sigh,0.629,0.451,6,-9.974,1,0.0284,0.852,0.06,0.141,0.681,90.965,178827
Nathaniel Rateliff & The Night Sweats,You Worry Me,0.666,0.646,2,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05,214160
Birdtalker,Heavy,0.614,0.549,5,-6.986,1,0.0516,0.286,2.64E-06,0.142,0.258,77.926,264151
Katie Pruitt,Loving Her (OurVinyl Sessions),0.471,0.491,10,-13.037,1,0.0394,0.101,9.99E-05,0.216,0.475,79.411,364625
Nick Mulvey,Punta Cometa - Dancing For The Answers Alt Version,0.573,0.553,7,-11.031,1,0.0371,0.644,0.896,0.0878,0.567,122.313,216753
Quiet Arrows,Drift (Acoustic),0.901,0.531,9,-11.071,1,0.0778,0.396,0.0158,0.134,0.232,109.124,235449
A Blaze of Feather,Six Years,0.402,0.476,0,-8.823,1,0.0289,0.334,0.0701,0.0947,0.164,86.06,282147
The Last Revel,Blind in the Fray,0.489,0.513,0,-10.866,1,0.0305,0.241,0.000862,0.111,0.469,87.864,213360
Caamp,Peach Fuzz,0.709,0.644,1,-7.751,1,0.0356,0.158,0.000299,0.143,0.912,127.286,224360
Joy Williams,When Creation Was Young,0.491,0.401,0,-9.501,1,0.0325,0.83,5.25E-06,0.0819,0.292,96.488,209427
William Wild,Morning,0.384,0.393,2,-10.532,1,0.0293,0.877,0.00071,0.107,0.287,141.948,262571
Tyler Childers,All Your'n,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97E-05,0.115,0.839,78.176,218280
S. Carey,Rose Petals,0.562,0.282,10,-11.956,1,0.0302,0.888,0.00297,0.0812,0.172,127.964,213667
Jill Andrews,Sorry Now,0.674,0.355,8,-11.398,1,0.0496,0.78,0.000571,0.109,0.24,75.07,192160
A.R. Rahman,Arziyan,0.582,0.559,9,-8.64,1,0.0479,0.297,0,0.135,0.656,139.891,519236
A.R. Rahman,Kun Faya Kun,0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,470500
Various Artists,Mere Rashke Qamar,0.718,0.83,4,-5.488,0,0.0505,0.404,2.50E-05,0.124,0.771,105.012,220382
Vishal-Shekhar,Aas Paas Khuda,0.556,0.706,5,-5.709,1,0.0336,0.335,1.80E-06,0.137,0.726,80.008,319116
Pritam,"Ajj Din Chadheya (From ""Love Aaj Kal "")",0.585,0.687,9,-4.553,1,0.0724,0.551,6.70E-06,0.121,0.815,85.871,315013
Salim–Sulaiman,Maula Mere Lele Meri Jaan,0.636,0.41,7,-10.372,1,0.0277,0.941,0.000717,0.125,0.516,115.003,288366
Sohail Sen,Mann Kunto Maula,0.495,0.669,5,-6.329,1,0.037,0.0178,0,0.114,0.434,90.014,285962
Various Artists,Allah Ke Bande,0.543,0.44,7,-8.595,1,0.0597,0.795,0,0.224,0.726,125.53,246883
Shankar-Ehsaan-Loy,Murshid Khele Holi,0.431,0.78,5,-6.321,0,0.0886,0.313,0,0.36,0.759,103.809,453683
Various Artists,"Auliya (From ""Ungli"")",0.609,0.426,11,-7.9,0,0.0483,0.456,0,0.101,0.444,92.156,201402
Various Artists,"Bekaraan (From ""7 Khoon Maaf"")",0.392,0.444,11,-12.727,1,0.0386,0.804,0.00771,0.192,0.258,89.567,385987
Mithoon,"Humnava (From ""Hamari Adhuri Kahani"")",0.341,0.478,4,-7.201,0,0.041,0.781,2.07E-05,0.147,0.276,199.435,328854
Vishal-Shekhar,Jag Ghoomeya,0.484,0.565,11,-7.954,1,0.0347,0.479,2.13E-06,0.105,0.607,82.653,281992
Mithoon,Madno,0.512,0.647,5,-8.14,0,0.0411,0.539,0.000185,0.0697,0.537,135.925,504402
Salim–Sulaiman,O Re Piya,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,379768
Kailash Kher,Saiyyan,0.473,0.562,0,-8.624,1,0.0451,0.65,0.000117,0.12,0.316,74.653,343907
Various Artists,"Teri Justajoo (From ""Teri Justajoo"") - Saaware",0.577,0.574,2,-8.686,1,0.0298,0.273,3.87E-06,0.314,0.27,134.007,277413
A.R. Rahman,Aise Na Dekho,0.543,0.239,9,-14.805,1,0.0308,0.653,0,0.138,0.226,132.261,256827
Krsna Solo,Old School Girl,0.646,0.458,8,-6.126,1,0.0292,0.801,1.16E-05,0.202,0.42,95.024,219023
A.R. Rahman,Tu Bole .Main Boloon,0.572,0.472,7,-8.741,1,0.0585,0.545,0.00082,0.18,0.235,130.028,273694
Amit Trivedi,Taarefon Se,0.605,0.437,2,-9.023,1,0.0293,0.76,0.00112,0.111,0.301,125.906,278239
Piyush Mishra,Idhar Gire - Studio,0.593,0.478,11,-6.32,1,0.037,0.427,0.000539,0.14,0.418,120.131,262896
A.R. Rahman,Rehna Tu,0.643,0.458,11,-11.502,0,0.0594,0.327,0.00394,0.0966,0.73,82.041,409275
Shankar-Ehsaan-Loy,Ye Tumhari Meri Baatein,0.351,0.552,5,-7.404,1,0.0273,0.393,0.000494,0.112,0.319,87.769,324058
Various Artists,Ye Mera Divanapan,0.612,0.394,11,-11.245,0,0.0382,0.304,0,0.0895,0.382,92.701,214200
Various Artists,Dil Ki Toh Lag Gayi,0.819,0.58,1,-5.341,0,0.0316,0.181,8.24E-05,0.0603,0.61,120.007,251584
Vishal Bhardwaj,Darling,0.829,0.735,2,-8.711,1,0.0882,0.0591,6.22E-05,0.0776,0.766,126.007,208093
Shankar-Ehsaan-Loy,Girls Like To Swing,0.839,0.869,0,-3.005,1,0.148,0.0817,0,0.323,0.605,125.026,243166
Sneha Khanwalkar,Ab Kya Bataun,0.432,0.378,8,-8.6,1,0.0692,0.678,4.40E-05,0.101,0.37,79.4,275251
Vishal Bhardwaj,Jab Bhi Ciggaret (Jazz),0.646,0.565,8,-8.191,0,0.202,0.432,0.000461,0.0618,0.784,150.196,281973
Shankar-Ehsaan-Loy,Bum Bum Bole,0.818,0.768,5,-7.057,1,0.231,0.135,0,0.68,0.445,120.972,335833
Various Artists,Main Hoon Ghatothkach (Child),0.644,0.873,2,-3.727,0,0.192,0.306,0.000352,0.406,0.949,205.967,138218
Salim–Sulaiman,Badal Pe Paon Hai,0.649,0.788,9,-9.607,1,0.0373,0.0717,0.00232,0.0936,0.869,104.999,243931
Pritam,Haanikaarak Bapu,0.629,0.837,7,-6.179,1,0.103,0.15,0.000479,0.0578,0.803,104.973,262857
Various Artists,Khuraafaat,0.743,0.252,8,-9.015,1,0.0793,0.672,0,0.111,0.546,117.016,111427
Pritam,Pink Gulaabi Sky,0.793,0.856,11,-4.926,0,0.0657,0.396,0,0.125,0.771,111.976,200274
Amit Trivedi,Udaan (Nadi Mein Talab Hai),0.574,0.759,9,-7.939,1,0.0411,0.132,0.016,0.132,0.0391,129.974,298382
Pritam,Chicken Kuk-Doo-Koo,0.505,0.82,9,-5.35,1,0.364,0.571,0,0.716,0.902,184.515,343147
Various Artists,Zindagi Dor Si/Nants' Ingonyama,0.436,0.511,10,-8.824,1,0.0437,0.395,0,0.214,0.474,83.916,241800
Various Artists,Aasmaan Ke Paar,0.784,0.501,9,-12.235,1,0.0416,0.362,0.0259,0.0847,0.931,134.895,375227
Amit Trivedi,Geet Mein Dhalte Lafzon Mein,0.632,0.63,9,-10.138,1,0.0326,0.406,0.00222,0.151,0.38,110.065,295928
Pritam,Galti Se Mistake,0.44,0.797,11,-4.395,0,0.224,0.0173,0,0.164,0.708,195.057,203077
Rohan Vinayak,Maths Mein Dabba Gul,0.824,0.801,2,-5.497,1,0.0396,0.583,0,0.104,0.815,138.033,178972
Pritam,Ullu Ka Pattha,0.745,0.891,4,-5.572,0,0.0421,0.359,0.0552,0.104,0.904,122.025,211177
Shankar-Ehsaan-Loy,Bheja Kum,0.738,0.727,9,-6.029,1,0.173,0.0569,0.000423,0.101,0.815,99.99,129351
A.R. Rahman,"Chhoti Si Aasha - Version, 1",0.639,0.245,2,-15.25,1,0.0479,0.128,4.69E-06,0.1,0.524,172.05,297347
Shankar-Ehsaan-Loy,Taare Zameen Par,0.567,0.383,4,-11.301,1,0.0342,0.421,0,0.0873,0.33,143.736,428499
Amit Trivedi,Gubbare,0.785,0.367,6,-10.605,1,0.0391,0.403,4.48E-05,0.0594,0.601,128,271655
Rajesh Roshan,Tare Asmaan Ke Dharti Pe,0.655,0.788,7,-9.419,1,0.0473,0.115,0.00592,0.312,0.83,111.959,330493
Various Artists,Mausam Ke Sargam Ko - Khamoshi - The Musical / Soundtrack Version,0.522,0.479,0,-11.747,1,0.0327,0.377,0.000833,0.311,0.579,78.066,387560
Benny Dayal,Kaise Mujhe,0.59,0.414,10,-12.391,1,0.0346,0.781,0.000522,0.146,0.292,82.002,343742
A.R. Rahman,Guzarish,0.595,0.624,9,-10.943,0,0.0603,0.0925,0,0.114,0.647,170.001,327030
Pritam,Aao Milo Chalo,0.507,0.787,7,-5.947,0,0.061,0.412,0,0.323,0.49,114.875,325934
Pritam,Tum Se Hi,0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.007,321225
Shankar-Ehsaan-Loy,Maa,0.392,0.256,0,-13.147,1,0.0369,0.728,9.46E-05,0.0462,0.154,67.609,310665
Shankar-Ehsaan-Loy,Jaane Kyon Log Pyar,0.607,0.526,4,-9.111,1,0.066,0.0185,0.00173,0.227,0.341,190.019,289387
Shantanu Moitra,Behti Hawa Sa Tha Woh,0.61,0.468,0,-10.562,1,0.0393,0.37,1.80E-05,0.0958,0.403,139.978,299777
Vishal-Shekhar,Main Agar Kahoon,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17E-06,0.46,0.371,146.868,308158
Vishal-Shekhar,Jag Soona Soona Lage,0.563,0.71,7,-6.212,1,0.0592,0.0663,0,0.105,0.262,133.873,329429
Shankar-Ehsaan-Loy,Mitwa,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26E-05,0.0934,0.517,107.103,382973
Shantanu Moitra,Jaane Nahin Denge Tujhe,0.32,0.566,1,-5.83,1,0.077,0.54,0,0.101,0.517,80.982,210396
A.R. Rahman,Yeh Jo Des Hai Tera,0.64,0.357,1,-10.582,1,0.0321,0.433,1.37E-05,0.127,0.148,124.518,388107
Pritam,Baatein Kuch Ankahee Si - Unplugged,0.71,0.229,9,-9.756,1,0.0311,0.761,0,0.114,0.448,122.926,258800
Madan Mohan,Tere Liye,0.525,0.46,1,-8.594,0,0.0246,0.826,0.00202,0.139,0.33,98.007,331677
Badshah,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",0.788,0.87,9,-5.217,1,0.177,0.123,1.43E-05,0.0692,0.884,109.974,182739
Vishal,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",0.807,0.914,7,-5.092,1,0.069,0.0411,0.00105,0.292,0.463,114.039,201655
Various Artists,"Munna Badnaam Hua (From ""Dabangg 3"")",0.747,0.922,11,-3.694,0,0.111,0.0992,1.56E-05,0.305,0.86,128.879,246279
Yash Narvekar,"Muqabla (From ""Street Dancer 3D"")",0.804,0.913,0,-3.135,1,0.0933,0.0248,2.84E-05,0.391,0.544,119.993,176125
Tony Kakkar,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",0.8,0.972,10,-2.053,0,0.0405,0.15,0.00337,0.351,0.694,110.054,177383
Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")",0.844,0.772,7,-4.621,1,0.194,0.284,2.38E-06,0.368,0.336,100.008,147395
B Praak,"Naah Goriye (From ""Bala"")",0.823,0.765,2,-1.695,0,0.0633,0.464,0,0.0601,0.715,99.96,184618
Sachin-Jigar,"Odhani (From ""Made in China"")",0.711,0.731,2,-6.651,1,0.0569,0.233,0,0.178,0.474,130,195397
Meet Bros.,Dil Ka Telephone,0.812,0.859,5,-3.367,0,0.165,0.513,0,0.174,0.793,102.022,209567
